Aaron,eb0d,Acts 7:40
Justus,eb6a,Acts 1:23
Kadesh,edf9,Gen 14:7
Kadesh_Barnea,edf9,Num 34:4
Kadmonites,efd1,Gen 15:19
Kalneh,edfa,Gen 10:10
Kanah_brook,e46d,Josh 16:8
Kanah_village,e46e,Josh 19:28
Karmi,efd2,Gen 46:9
Kasluhites,edc9,Gen 10:14
Kedar,eede,Gen 25:13
Kedemah,eedf,Gen 25:15
Kedemoth,e49a,Duet 2:26
Kedorlaomer,edfb,Gen 14:1
Kehelathah,e3f1,Num 33:22
Kemuel,efd3,Gen 22:21
Kenan,ec56,Gen 5:9
Kenath,e3ce,Num 32:42
Kenaz,efd4,Gen 36:11
Kenites,efd5,Gen 15:19
Kephirah,e437,Jos 18:26
Keran,eff9,Gen 36:26
Kerioth,e459,Jer 48:24
Kesed,efd6,Gen 22:22
Keturah,eee1,Gen 25:1
Kezib,e1bf,Gen 38:5
Kibroth_Hattaavah,e2a0,Num 11:34
Kidron_Valley,eba6,John 18:1
Kilion,e41f,Ruth 1:5
Kinnereth,e3f2,Josh 19:35
Kir,e45a,Isa 22:6
Kiriath_Arba,efd7,Gen 23:2
Kiriath_Huzoth,e2f9,Num 22:39
Kiriath_Jearim,e438,Josh 9:17
Kish,eb49,1 Chr 24:29
Kislon,e3f3,Num 34:21
Kittim_island,eb88,Num 24:24
Kittim_man,edfc,Gen 10:4
Kohath,efd8,Gen 46:11
Korah,ecf3,Gen 36:14
Kozbi,e3d1,Num 25:15
Laban,edfd,Gen 24:29
Lachish,e439,Josh 10:3
Lael,e2a1,Num 3:24
Lamech,ec66,Gen 5:25
Laodicea,ebf9,Col 4:13
Lasea,ec16,Acts 27:8
Lasha,e1c0,Gen 10:19
Lasharon,e443,Josh 12:18
Latin,eba8,John 19:20
Lazarus,ec67,John 11:14
Leah,efd9,Gen 30:12
Lebanon,e599,Ps 29:5
Lebo_Hamath,e2a2,Num 34:8
Legion,e366,Mark 5:9
Lehabites,e1c1,Gen 10:13
Letush,eee2,Gen 25:3
Leum,eee3,Gen 25:3
Leummim,eee3,Gen 25:3
Levi,eb1b,Exod 1:2
Levi_Matthew,e35c,Luke 5:29
Libnah,e3f4,Josh 15:42
Libni,e2e2,Exod 6:17
Libya,eb73,Acts 2:10
lie,e17f,Acts 5:4
Linus,ecb0,2 Tim 4:21
Lo_Debar,e45b,2 Sam 9:4
Iob,e0ee,Gen 46:13
Lois,ecb7,2 Tim 1:5
Lot,ebdc,Gen 11:27
Lotan,effb,Gen 36:20
lots,ea16,Luke 23:34
Lucius,ec93,Acts 13:1
Lud,e1c2,Gen 10:22
Ludites,e1ea,Gen 10:13
Luke,eb68,Col 4:14
Luz,edfe,Gen 28:19
Lycaonia,eb51,Acts 14:6
Lycia,ec13,Acts 27:5
Lydda,ec2e,Acts 9:35
Lydia,eb50,Acts 16:14
Lysanias,ec40,Luke 3:1
Lysias,ec37,Acts 24:22
Lystra,eb44,Acts 16:2
Maakah_man,efda,1 Chr 11:43
Maakah_woman,e2d8,2 Chr 11:21
Maakath_land,e483,Josh 13:13
Maakath_man,e49c,Josh 12:5
Maath,ec4b,Luke 3:26
Macedonia,ec0d,Acts 16:9
Machir_man,e2d1,Gen 50:23
Machpelah,eee4,Gen 23:19
Madai,edff,Gen 10:2
Madon,e444,Josh 11:1
Magadan,ea30,Matt 15:39
Magdiel,effc,Gen 36:43
Magog_land,ecf9,Ezek 38:2
Magog_man,eea1,Rev 20:8
Mahalaiel,ec68,Gen 5:16
Mahalath,eea2,Gen 28:9
Mahanaim,efdb,Gen 32:2
Mahlah,e38c,Num 36:11
Mahli,e2c5,Ezra 8:18
Mahlon,e420,Ruth 1:5
Makheloth,e3f5,Num 33:26
Maki,e2a3,Num 13:15
Makir,e46f,Jos 13:31
Makkedah,e414,Josh 10:28
Malchus,ebb7,John 18:10
Malkiel,efcf,Gen 46:17
Malta,ec19,Acts 28:1
Mamre,eea3,Gen 18:1
Manaen,eb40,Acts13:1
Manahath,e1c3,Gen 36:23
Manasseh_land,e470,Josh 17:7
Manasseh_man,ea63,Gen 41:51
manna,eba9,Exod 16:31
Maon,e47c,1 Chr 2:45
Marah,e0cd,Exod 15:23
Mark,e371,Acts 15:37
Martha,ec69,John 11:5
Mary,e354,Matt 27:56
Mary_Magdalene,e353,Mark 15:40
Mary_Mother_of_Jesus,e354,Matt 1:16
Masrekah_city,effd,Gen 36:36
Massa,eee5,Gen 25:14
Massah,e2c3,Exod 17:7
Matred,effe,Gen 36:39
Mattanah,e38d,Num 21:19
Mattatha,ec9c,Luke 3:31
Mattathias,ec9d,Luke 3:26
Matthan,ea71,Matt 1:15
Matthat,ed12,Luke 3:24
Matthew,eb04,Matt 9:9
Matthias,eb04,Acts 1:26
Mattithiah,e1c4,Ezra 10:43
Me_Zahab,efff,Gen 36:39
Medad,e2a4,Num 11:26
Medan,eee7,Gen 25:2
Medeba,e38e,Num 21:30
Media,eb70,Ezra 6:2
Megiddo,ecfb,Josh 12:21
Mehetabel,eff0,Gen 36:39
Mehujael,eea4,Gen 4:18
Melchi,ec45,Luke 3:24
Melchizedek,ed05,Gen 14:18
Melea,ec6a,Luke 3:31
Menna,ec6b,Luke 3:31
Merari,efdc,Gen 46:11
Meribah,e2c7,Exod 17:7
Mesha_land,eea5,Gen 10:30
Meshech,eea6,Gen 10:2
Mesopotamia,eb72,Acts 2:9
Messiah,e334,John 4:25
Methuselah,ec6c,Gen 5:21
Methushael,eea7,Gen 4:18
Mibsam,eee6,Gen 25:13
Mibzar,e1c5,Gen 36:42
Michael_angel,ece1,Jude 9
Michael_man,e2a5,1 Chr 5:13
Midian_land,eb0f,Exod 2:15
Midian_man,e1eb,Gen 25:2
Migdol,e0ce,Exod 14:2
Mikmethath,e471,Josh 16:6
Miletus,eb23,Acts 20:15
Milkah,eee8,Gen 11:29
Miriam,e385,Num 12:1
Mishael,e2dc,Lev 10:4
Mishma,e1c6,Gen 25:14
Mithkah,e3f6,Num 33:28
Mitylene,eb21,Acts 20:14
Mizpah,e2cf,Gen 31:49
Mizraim,eea8,1 Chr 1:8
Mizzah,e1c7,Gen 36:13
Mnason,eb26,Acts 21:16
Moab_land,e2fa,Gen 36:35
Moab_man,eea9,Gen 19:37
Molech,ec26,Lev 18:21
Mordecai,e4a3,Esth 2:5
Moreh,eeaa,Gen 12:6
Moriah,efdd,Gen 22:2
Moserah,e485,Duet 10:6
Moseroth,e3f7,Num 33:30
Moses,e35b,Exod 2:10
Mount_Carmel,e45c,1 Kgs 18:19
Mount_Ebal,e415,Duet 11:29
Mount_Gerizim,e416,Duet 11:29
Mount_Halak,e44e,Josh 11:17
Mount_Hermon,e49d,Duet 3:8
Mount_Hor,e3b4,Num 20:22
Mount_Horeb,eb5c,Exod 33:6
Mount_Nebo,e486,Duet 32:49
Mount_of_Olives,e351,Matt 21:1
Mount_Peor,e392,Num 23:28
Mount_Pisgah,e393,Num 21:20
Mount_Shepher,e3f8,Num 33:23
Mount_Sinai,eb5c,Exod 19:11
Mount_Zion,ecf5,2 Kgs 19:31
Muppim,efde,Gen 46:21
Mushi,e2c6,Exod 6:19
Myra,ec28,Acts 27:5
Mysia,eb4a,Acts 16:7
Naamah,eeab,Gen 4:22
Naaman,ec6d,Gen 46:21
Naarah_village,e472,Josh 16:7
Naarah_woman,e477,1 Chr 4:5
Nadab,e2e3,Exod 6:23
Naggai,ec4a,Luke 3:25
Nahaliel,e394,Num 21:19
Nahath,e1c8,Gen 36:13
Nahbi,e2a6,Num 13:14
Nahor,ec6e,Gen 11:22
Nahshon,ea52,Exod 6:23
Nahum,ec48,Nah 1:1
Nain,ea48,Luke 7:11
Naomi,e421,Ruth 1:2
Naphish,eee9,Gen 25:15
Naphtali,ea40,Gen 30:8
Naphtuh,eeac,Gen 10:13
Narcissus,ebc9,Rom 16:11
Nathan,ec6f,2 Sam 5:14
Nathaniel,ec6f,Num 7:23
Nazareth,e34e,Matt 2:23
Nazarite,e395,Num 6:22
Nebaioth,eead,Gen 28:9
Nebo,e3f9,Num 33:47
Nebuchadnezzar,e41c,Jer 21:2
Negev,eeae,Gen 12:9
Nemuel,e396,Num 26:9
Neapolis,eb4e,Acts 16:11
Nepheg,e2e4,Ex 6:21
Nereus,ebca,Rom 16:15
Neri,ec70,Luke 3:27
Nethanel,e2ff,Num 1:8
Nicanor,eb55,Acts 6:5
Nicodemus,ebab,John 3:1
Nicolaus,eb56,Acts 6:5
Nicopolis,ed08,Titus 3:12
Nile,efdf,Exod 7:18
Nimrah,e3cf,Num 32:3
Nimrod,eeaf,Gen 10:8
Nineveh,e0c6,Gen 10:12
Noah_man,ea43,Gen 6:8
Noah_woman,e47a,Num 36:11
Nob,e463,1 Sam 21:1
Nobah_land,e3d0,Num 32:42
Nobah_man,e412,Num 32:42
Nod,eeb1,Gen 4:16
Nophah,e39b,Num 21:30
Nun,e2e6,Exod 33:11
Nympha,ecea,Col 4:15
Obadiah,e44f,Neh 10:5
Obal,eeb2,Gen 10:28
Obed,ea56,Matt 1:5
Oboth,e39c,Num 33:43
Og,e39d,Ps 135:11
Ohad,efe1,Gen 46:10
Oholiab,e0cf,Exod 31:6
Oholibamah_man,e0ac,Gen 36:41
Oholibamah_woman,efe0,Gen 36:18
Okran,e2a7,Num 1:13
Olympus,ebcb,Rom 16:15
Omar,e1c9,Gen 36:11
On_city,efe2,Gen 41:45
Onam,e1ca,Gen 36:23
Onan,e1cb,Gen 38:8
Onesimus,ecb8,Phlm 1:10
Onesiphorus,ecb8,2 Tim I:16
Ophir,eeb3,Gen 10:29
Orpah,e422,Ruth 1:4
Ozni,e39e,Num 26:16
Paddan_Aram,eeea,Gen  25:20
Pagiel,e2a8,Num 1:13
Pallu,e1cc,Exod 6:14
Palti,e2a9,Num 13:9
Paltiel,e3fb,Num 34:26
Pamphylia,eb6e,Acts 2:10
Paphos,eb9f,Acts 13:6
Paran,eeeb,Gen 21:21
Parmenas,eb57,Acts 6:5
Parnak,e3fc,Num 34:25
Parthia,eb0a,Acts 2:9
Passover,e20d,Exod 12:11
Patara,ec23,Acts 21:1
Pathrusites,eeb4,1 Chr 1:12
Patmos,ebf4,Rev 1:9
Patrobas,ebcc,Rom 16:14
Pau,efd0,Gen 36:39
Paul,e377,Acts 13:9
Pedahel,e3fd,Num 34:28
Pedahzur,e2aa,Num 1:10
Peleg,ec71,Gen 10:25
Peleth,e2fb,Num 16:1
Peniel,efe4,Gen 32:30
pentecost,ec81,Acts 2:1
Pentecost,ec81,Acts 2:1
Perez,ea4c,1 Chr 27:3
Perga,eb47,Acts 13:13
Pergamum,ebf6,Rev 1:11
Perizzites,eeb5,Gen 15:20
Persia,e4a4,2 Chr 36:20
Persis,ebce,Rom 16:12
Pethor,e2fc,Num 22:5
Pethuel,e424,Joel 1:1
Phanuel,ec3c,Luke 2:36
Pharaoh,ec94,Genesis 12:15
Pharisee,e383,Matt 23:26
Phicol,eeb6,Gen 21:22
Philadelphia,ebf8,Rev 1:11
Philemon,ecf2,Phlm 1:1
Philetus,ecac,2 Tim 2:17
Philip,e361,Matt 10:3
Philippi,e347,Phil 1:1
Philistia,eeb7,Ps 60:8
Philologus,ebcf,Rom 16:15
Phinehas,e2c9,Exod 6:25
Phlegon,ebd1,Rom 16:14
Phoebe,ebd2,Rom 16:1
Phoenicia,e343,Acts 11:19
Phoenix,ec29,Acts 27:12
Phrygia,eb76,Acts 2:10
Phygelus,ecb9,2 Tim 1:15
Pi_Hahiroth,e0da,Exod 14:2
Pilate,e36f,Matt 27:2
Pildash,efe3,Gen 22:22
Pinon,efc0,Gen 36:41
Piram,e417,Josh 10:3
Pishon,eeb8,Gen 2:11
Pisidia,eb97,Acts 14:24
pitch,eeb9,Gen 6:14
Pithom,e0db,Exod 1:11
plow,ec72,Deut  22:10
Pontus,eb75,Acts 2:9
porch,eb5e,John 10:23
Porcius,ec38,Rev 1:11
Potiphar,eeec,Gen 37:36
Potiphera,e1cd,Gen 41:45
press,e228,Luke 8:45
prevail,eb14,Luke 23:23
Priscilla,eb18,Acts 18:2
Prochorus,eb53,Acts 6:5
proconsul,e0a3,Acts 13:12
Psalm,e0e2,1 Chr 16:7
Ptolemais,ec08,Acts 21:7
Puah_man,e1d3,Judg 10:1
Puah_woman,e0dc,Exod 1:15
Publius,ec1a,Acts 28:7
Pudens,ecba,2 Tim 4:21
Punon,e3fe,Num 33:42
pure,e248,Matt 5:8
purpose,e066,Rom 8:28
Put_man,eeba,1 Chr 1:8
put_verb,e07e,Gen 3:15
Puteoli,ec1e,Acts 28:13
Putiel,e2ca,Exod 6:25
Pyrrhus,eb1c,Acts 20:4
Quartus,ebd3,Rom 16:23
queen,eb15,1  Kgs 10:1
quiet,e185,Matt 20:31
Quirinius,ec3b,Luke 2:2
Raamah,eebb,Gen 10:7
Rabbah,e49e,Deut 3:11
Rachel,ea41,Gen 29:6
Rahab,ea55,Josh 2:1
Ram,ea50,Ruth 4:19
Ramah,ea42,Josh 18:25
Rameses,efb4,Gen 47:11
Ramoth_Gilead,e473,1 Kgs 4:13
Raphu,e2e9,Num 13:9
Reba,e3c4,Num 31:8
Rebekah,ebd4,Gen 22:23
reckon,ebc0,Rom 4:4
redemption,e02c,Luke 2:38
Rehob,e2ea,Num 13:21
Rehoboam,ea5a,1 Kgs 11:43
Rehoboth,eebc,Gen 26:22
Rekem_city,e418,Josh 18:27
Rekem_man,e3c3,Num 31:8
Rephaim,eebd,Josh 15:8
Rephidim,e0dd,Exod 17:1
rescue,e214,Acts 12:11
Resen,eebe,Gen 10:12
rest,e121,Matt 11:28
Reu,ec74,Gen 11:18
Reuben,ecc0,Gen 29:32
Reuel,e1ce,Gen 36:4
Reumah,efc4,Gen 22:24
reveal,e162,Matt 11:27
revenge,ed0c,Rom 12:19
revile,e055,1 Cor 4:12
Rhegium,ec1d,Acts 28:13
Rhesa,ec75,Luke 3:27
Rhoda,eb92,Acts 12:13
Rhodes,eb25,Acts 21:1
rib,eebf,Gen 2:21
Riblah,e3ff,Num 34:11
righteous_person,e130,Matt 13:43
righteousness,e090,Matt 5:20
Rimmon_Perez,e400,Num 33:19
Riphath,eec1,Gen 10:3
Rissah,e401,Num 33:21
Rithmah,e402,Num 33:18
Rome,eb16,Acts 2:10
Rosh,e1d2,Gen 46:21
rough,ec99,Luke 3:5
Rufus,e36e,Mark 15:21
ruler,e028,Matt  9:18
Ruth,ea57,Ruth 1:4
Sabbath,e160,Exod 16:23
Sabtah,eec2,Gen 10:7
Sabteka,eec3,Gen 10:7
Sadducee,ea03,Matt 3:7
Salamis,ebe1,Acts 13:5
Salathiel,ec76,1 Chr 3:17
Salekah,e445,Deut 3:10
Salim,ebae,John 3:23
Salmon,ea53,Ruth 4:20
Salmone,ec15,Acts 27:7
Salome,e379,Mark 15:40
Salu,e403,Num 25:14
Samaria,ea83,1 Kgs 13:32
Samaritan,ea7b,Luke 10:33
same,e24b,Matt 26:44
Samlah,efb0,Gen36:36
Samos,ec25,Acts 20:15
Samothrace,eb4c,Acts 16:11
Samson,ed06,Judg 13:24
Samuel,eb8e,1 Sam 1:20
Sapphira,eb66,Acts 5:1
Sarah,ebd5,Gen 17:15
Sarai,eec4,Gen 11:29
Sardis,ebf7,Rev 1:11
Satan,e335,Job 1:6
Saul,eb54,1 Sam 9:2
scatter,ea34,Matt 26:31
Sceva,eb19,Acts 19:14
scribe,e12c,Acts 2:4
Scripture,e22c,Mark 12:10
Scythia,eceb,Col 3:11
Sea_of_Galilee,e350,Matt 4:18
Sea_of_Reeds,eb0c,Exod 10:19
Sea_of_Tiberias,ebaf,John 6:1
seal,e221,Matt 27:66
Seba_man,eec5,Gen10:7 (man)
Seba_land,e544,Isa 43:3
Sebam,e49b,Num 32:3
sect,ec33,Acts 28:22
Secundus,eb1d,Acts 20:4
Seir,eec6,Gen 14:6
Seleucia,eb42,Acts 13:4
Semien,ec9e,Luke 3:26
sensuality,e239,Jas 3:15
Sephar,eec7,Gen 10:30
Serah,e1d4,Gen 46:17
Sered,edd1,Gen 46:14
Sergius,eb45,Acts 13:7
Serug,ec78,Gen11:20
Seth,ec79,Gen 4:25
Sethur,e2eb,Num 13:13
sexual_desire,e239,1 Cor 7:9
Shaashgaz,e41d,Esth 2:14
Shamir,e47d,Josh 15:48
Shammah,efa0,Gen 36:13
Shammua,e2ec,Num 13:4
Shaphat,e1e8,Num 13:5
Sharon,ec2b,1 Chr 5:16
Shaul,e1d5,Gen 46:10
Shaveh_Kiriathaim,eec8,Gen 14:5
Shealtiel,ea68,Ezra 3:2
Sheba_land,e425,2 Chr 9:12
Sheba_man,eec9,2 Sam 20:1
Shechem_city,ec95,Josh 21:21
Shechem_man,ec97,Gen 34:20
Shedeur,e2ed,Num 1:5
Shelah,ec7a,Gen 38:5
Sheleph,eeca,Gen 10:26
Shelomi,e405,Num 34:27
Shelomith_man,e2f1,1 Chr 23:9
Shelomith_woman,e543,Lev 24:11
Shelumiel,e2ee,Num 1:6
Shem,ec7b,Gen 5:32
Shemeber,eecb,Gen 14:2
Shemida,e39f,Num 26:32
Shemuel,e411,Num 34:20
Sheol,e0c9,2 Sam 22:6
Shepham,e406,Num 34:10
Shepho,e1d6,Gen 36:23
Shephupham,e3a0,Num 26:39
Sheshai,e2d3,Num 13:22
Shibah,e1d7,Gen 26:33
Shillem,edd5,Gen46:24
Shiloh,e1d8,Josh 18:1
Shimei,e2cb,Num 3:18
Shimron_man,efe7,Gen 46:13
Shimron_village,e446,Josh 11:1
Shinab,eecc,Gen 14:2
Shinar,eecd,Gen10:10
Shiphrah,e0de,Exod 1:15
Shiphtan,e407,Num 34:24
Shittim,e408,Num 25:1
Shobal,e1d9,Gen 36:20
Shua,e1e7,1 Chr 2:3
Shuah,eeee,Gen 25:2
Shuham,e3b7,Num 26:42
Shuni,e0e0,Gen 46:16
Shur,e1da,Gen 16:7
Shuthelah,e3b8,Num 26:35
Sibmah,e3d2,Josh 13:19
Siddim,eece,Gen 14:3
Sidon_city,e33c,Matt 11:21
Sidon_man,eecf,Gen 10:15
Sihon,e3b9,Num 21:21
Silas,eb41,Acts 15:22
Siloam_city,ebb1,Luke 13:4
Silvanus,eca9,2 Cor 1:19
Simeon,ea47,Gen 29:33
Simon,ea47,John 13:26
Simon_Jesus_Brother,ea92,Matt 13:55
Simon_of_Cyrene,e37c,Mark 15:21
Simon_Peter,e356,Matt 4:18
Simon_the_Canaanite,e364,Matt 10:4
Simon_the_Leper,e0f8,Mark 14:3
Sin,e0ea,Ezek 30:15
Sinites,eed1,Gen 10:17
Sithri,e2e5,Exod 6:22
Sitna,eed2,Gen 26:21
Smyrna,ebf5,Rev 1:11
Sodi,e2d4,Num 13:10
Sodom,ea8e,Gen 10:19
Solomon,ea32,2 Sam 5:14
Son_of_Man,e352,Matt 8:20
Sopater,ec20,Acts 20:4
Sosipater,ec20,Rom 16:21
Sosthenes,eb3c,Acts 18:17
Spain,ebd6,Rom 15:24
Stachys,ebd7,Rom 16:9
Stephanas,ebea,1 Cor 1:16
Stephen,eb6b,Acts 6:5
Stoic,ec06,Acts 17:18
Succoth_city,e0a0,Josh 13:27
Succoth_land,e2e7,Gen 33:17
Suphah,e3d5,Num 21:14
Susa,e4a5,Ezra 4:9
Susanna,ec7c,Luke 8:3
Syntyche,ece6,Phil 4:2
Syracuse,ec1c,Acts 28:12
Syria,e342,Matt 4:24
Taanach,e447,Josh 12:21
Taberah,e2d5,Num 11:3
tabernacle,eb32,Exod 25:9
Tahan,e476,Num 26:35
Tahash,e1db,Gen 22:24
Tahath,e409,Num 33:26
Talmai,e2d6,Num 13:22
Tamar,ea4e,Gen 38:6
Tappuah,e448,Josh 12:17
Tarshish_man,eed3,Gen 10:4
Tarshish_village,eed4,Ps 48:7
Tarsus,ec30,Acts 9:11
Tebah,e0b0,Gen 22:24
Tekoa_village,e45d,2 Sam 14:2
Tekoa_man,e1ff,1Cron 2:24
Tema_man,eeed,Gen 25:15
Tema_land,ea60,Isa 21:14
Teman_land,e1e1,Jer 49:20
Teman_man,ef90,Gen 36:11
Terah_land,e40a,Num 33:28
Terah_man,ec7d,Gen 11:24
Teresh,e4a6,Esth 2:21
Tertius,ebee,Rom 16:22
Tertullus,eb9b,Acts 24:1
Thaddaeus,e37b,Matt 10:3
Thebes,e44a,Jer 46:25
Theophilus,eb67,Luke 1:3
Thessalonica,eb12,Acts 17:1
Theudas,eb71,Acts 5:36
Thomas,e363,Matt 10:3
Thummim,e0eb,Exod 28:30
Thyatira,eb52,Acts 16:14
Tiberias_city,ebb0,John 6:23
Tiberius_man,ec3d,Luke 3:1
Tidal,eed5,Gen 14:1
Tigris,eed6,Dan 10:4
Timaeus,e36c,Mark 10:46
Timna_man,e0ad,Gen 36:22
Timna_woman,ef80,Gen 36:12
Timnah,e1dc,Josh 15:10
Timon,ec96,Acts 6:5
Timothy,ec02,1 Tim 1:2
Tiras,eed7,Gen 10:2
Tirzah_village,e449,Josh 12:24
Tirzah_woman,e3ba,Num 26:33
Titus,eb38,Titus 1:4
Togarmah,eed8,Gen 10:3
Tola,e0c0,Gen 46:13
Tophel,e487,Deut 1:1
Trachonitis,ec3f,Luke 3:1
Troas,ec0b,Acts 16:8
Trophimus,eb1e,Acts 20:4
Tryphaena,ebd8,Rom 16:12
Tryphosa,ebd9,Rom 16:12
Tubal,eed9,Gen 10:2
Tubal_Cain,eeef,Gen 4:22
Tychicus,ecbb,Acts 20:4
Tyrannus,eb3f,Acts 19:9
Tyre,e33b,Josh 19:29
unrighteous,e08f,Matt 5:45
Ur,efa5,Gen 11:28
Urbanus,ebda,Rom 16:9
Uri,e2e8,Exod 31:2
Uriah,ea46,2 Sam 11:3
Urim,e2cc,Exod  28:30
Uz_land,e1dd,Job 1:1
Uz_man,eef1,Gen 10:23
Uzal,eef2,Gen 10:27
Uzziah,ea5f,2 Kgs 15:13
Uzziel,e2f2,Exod 6:18
Valley_of_Eskol,e2d7,Num 13:23
Vashti,e4a7,Esth 1:9
Vophsi,e40b,Num 13:14
Waheb,e3bb,Num 21:14
winnowing_fork,ec41,Matt 3:12
Word,ebb8,John 1:1
Word_of_God,e22c,Rev 19:13
Wormwood,ecd3,Rev 8:11
Yahweh,e0c7,Exod 6:3
Zaavan,ef70,Gen 36:27
Zacchaeus,ec7e,Luke 19:2
Zaccur,e1f1,Num 13:4
Zadok,ea6d,2 Sam 15:24
Zalmonah,e40c,Num 33:41
Zarephath,ec7f,1 Kgs 17:9
Zebedee,e359,Matt 4:21
Zeboyim,eef3,1 Sam 13:18
Zebulun,ea3f,Gen 30:20
Zechariah,ea98,Zech 1:1
Zedad,e40d,Num 34:8
Zelophehad,e3bc,Num 26:33
Zemarites,eef4,Gen 10:18
Zenas,ed09,Titus 3:13
Zepho,e1de,Gen 36:11
Zephon,e0d0,Num 26:15
Zerah,ea4d,Gen 36:13
Zered,e3bd,Deut 2:13
Zeresh,e4a8,Esth 5:10
Zerubbabel,ea69,Ezra 2:2
Zeus,eb2d,Acts 14:12
Zibeon,ef60,Gen 36:20
Zichri,e2cd,Exodus 6:21
Zillah,eef5,Gen 4:19
Zilpah,efa6,Gen 29:24
Zimran,e1df,Gen 25:2
Zimri,e40e,Num 25:14
Zin,e1f2,Num 13:21
Ziphron,e40f,Num 34:9
Zippor,e2fd,Num 22:2
Zipporah,e2ce,Exod 2:21
Zoan,e1f3,Num 13:22
Zoar,eef6,Gen 13:10
Zohar,efa7,Gen 23:8
Zophim,e3be,Num 23:14
Zuar,e1f4,Num 1:8
Zur,e410,Num 25:15
Zuriel,e1f5,Num 3:35
Zurishaddai,e1f6,Num 1:6
Zuzites,eef7,Gen 14:5
